NO,PEKERJAAN,KETERANGAN_PEKERJAAN,TANGGAL_LAHIR,STATUS_PERNIKAHAN,KETERANGAN_STATUS_PERNIKAHAN,KELURAHAN,KECAMATAN,KOTA,PROVINSI,PRODUK,SUB_PRODUK,KETERANGAN_SUB_PRODUK,TANGGAL_INPUT,PLAFOND,JK_WAKTUBULAN,HASIL_PRESCREENING_SLIK,HASIL_PRESCREENING_SIKPKUR,HASIL_PRESCREENING_DUKCAPIL,HASIL_PRESCREENING_DHNBI,HASIL_PRESCREENING_1,STATUS,KOLEKTABILITAS,KETERANGAN
1375,5,Administrasi umum,1986-09-02,K,Kawin,KLENDER,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-05-08,103000000.0,60,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1376,19,"Tenaga Medis (Perawat, Bidan, dan sebagainya)",1989-09-03,K,Kawin,CIKOKO,PANCORAN,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-11-22,311000000.0,144,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1377,5,Administrasi umum,1993-09-24,K,Kawin,PENGASINAN,GUNUNG SINDUR,KAB. BOGOR,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2022-03-16,162000000.0,180,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1378,37,Pegawai pemerintahan/lembaga negara,1984-07-15,K,Kawin,PINANG,PINANG,TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2025-05-09,5000000.0,5,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1379,37,Pegawai pemerintahan/lembaga negara,1980-06-08,K,Kawin,JAKA SAMPURNA,BEKASI BARAT,KOTA BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2022-05-27,215000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1380,4,Eksekutif,1974-03-16,K,Kawin,LARANGAN UTARA,LARANGAN,TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2024-12-30,400000000.0,86,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1381,37,Pegawai pemerintahan/lembaga negara,1980-06-08,K,Kawin,JAKA SAMPURNA,BEKASI BARAT,KOTA BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2022-05-27,100000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1382,37,Pegawai pemerintahan/lembaga negara,1982-05-15,B,Belum Kawin,CILILITAN,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-09-06,55000000.0,48,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1383,37,Pegawai pemerintahan/lembaga negara,1980-11-11,K,Kawin,CIPEDAK,JAGAKARSA,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-08-15,768900000.0,156,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1384,13,Wiraswasta,1983-05-05,K,Kawin,SUKADAMI,CIKARANG SELATAN,KAB. BEKASI,JAWA BARAT,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2025-03-27,105000000.0,48,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,1,Lancar
1385,5,Administrasi umum,1997-10-03,B,Belum Kawin,LENTENG AGUNG,JAGAKARSA,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-01-13,306000000.0,180,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1386,9,"Pengajar (Guru,Dosen)",1974-02-13,K,Kawin,RAWA BUNGA,JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-08-04,138000000.0,84,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1387,37,Pegawai pemerintahan/lembaga negara,1985-01-14,K,Kawin,KAMPUNG TENGAH,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-01-07,165000000.0,60,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1388,37,Pegawai pemerintahan/lembaga negara,1979-07-25,K,Kawin,LUBANG BUAYA,CIPAYUNG,KOTA DEPOK,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2020-09-15,562700000.0,120,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1389,37,Pegawai pemerintahan/lembaga negara,1981-04-27,K,Kawin,KRAMAT JATI,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KPR,Kredit Pemilikan Rumah,2020-06-25,195169546.0,116,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1390,9,"Pengajar (Guru,Dosen)",1975-10-28,K,Kawin,SUKABUMI SELATAN,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,Mikro,Mikro NON KUR,Mikro Non - Kredit Usaha Rakyat,2024-05-31,13105000.0,36,Medium,-,Sesuai,Tidak,Lolos,Lolos Bersyarat,2,Dalam Perhatian Khusus
1391,37,Pegawai pemerintahan/lembaga negara,1993-05-31,K,Kawin,PISANGAN TIMUR,PULO GADUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2020-10-22,25000000.0,72,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1392,37,Pegawai pemerintahan/lembaga negara,1978-04-06,K,Kawin,CENGKARENG TIMUR,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-07-18,344000000.0,152,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1393,5,Administrasi umum,1991-11-04,K,Kawin,ROWOSARI,GUBUG,KAB. GROBOGAN,JAWA TENGAH,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2023-10-04,101000000.0,60,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,1,Lancar
1394,37,Pegawai pemerintahan/lembaga negara,1992-03-08,B,Belum Kawin,PISANGAN BARU,MATRAMAN,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-06-21,25000000.0,36,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1395,4,Eksekutif,1990-11-19,B,Belum Kawin,PONDOK RANGGON,CIPAYUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2019-11-01,200000000.0,72,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1396,31,"Transportasi darat (masinis, sopir,kondektur)",1987-09-27,K,Kawin,KELAPA DUA WETAN,CIRACAS,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-10-31,222600000.0,168,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1397,6,Teknologi informasi,1970-03-21,K,Kawin,PONDOK RANGGON,CIPAYUNG,JAKARTA TIMUR,DKI JAKARTA,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2023-04-10,150000000.0,48,High,Terdaftar KUR,Sesuai,Tidak,Lolos,Reject,5,Macet
1398,11,Pensiunan,1960-02-11,K,Kawin,SUMUR BATU,KEMAYORAN,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-04-24,328700000.0,120,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1399,37,Pegawai pemerintahan/lembaga negara,1981-07-07,K,Kawin,PAL MERIEM,MATRAMAN,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-02-17,630000000.0,120,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1400,5,Administrasi umum,1973-12-22,K,Kawin,KEBON JERUK,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-03-19,275000000.0,61,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1401,37,Pegawai pemerintahan/lembaga negara,1988-02-04,K,Kawin,DUREN SAWIT,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-09-11,110000000.0,84,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1402,37,Pegawai pemerintahan/lembaga negara,1972-07-23,D,Cerai,SEMPER BARAT,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2019-11-26,210000000.0,120,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1403,26,Pengamanan,1978-10-21,K,Kawin,KEDOYA SELATAN,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2020-09-25,244000000.0,120,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1404,9,"Pengajar (Guru,Dosen)",1979-06-26,D,Cerai,BIDARA CINA,JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-12-11,61400000.0,36,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1405,37,Pegawai pemerintahan/lembaga negara,1995-06-29,K,Kawin,DUREN SAWIT,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-02-06,127000000.0,60,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1406,37,Pegawai pemerintahan/lembaga negara,1985-10-21,K,Kawin,JELAMBAR,GROGOL PETAMBURAN,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-02-09,498000000.0,180,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1407,37,Pegawai pemerintahan/lembaga negara,1972-11-05,K,Kawin,SUNGAI BAMBU,TANJUNG PRIOK,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-01-11,415000000.0,81,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1408,9,"Pengajar (Guru,Dosen)",1988-07-07,K,Kawin,KARANG TENGAH,KARANG TENGAH,TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2023-06-21,150000000.0,120,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1409,12,Pelajar/Mahasiswa,1974-04-04,K,Kawin,GUDANG,BOGOR TENGAH - KOTA,KOTA BOGOR,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2011-04-11,18000000.0,48,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1410,37,Pegawai pemerintahan/lembaga negara,1977-02-02,B,Belum Kawin,MERUYA UTARA,KEMBANGAN,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-09-17,240000000.0,121,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1411,26,Pengamanan,1982-02-16,K,Kawin,BINTARA JAYA,BEKASI BARAT,KOTA BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2023-04-12,95900000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1412,9,"Pengajar (Guru,Dosen)",1997-03-27,B,Belum Kawin,PENGGILINGAN,CAKUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-12-11,100000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
1413,9,"Pengajar (Guru,Dosen)",1987-06-10,K,Kawin,KEMAYORAN,KEMAYORAN,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-07-07,274000000.0,96,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1414,37,Pegawai pemerintahan/lembaga negara,1980-10-31,K,Kawin,PEKAYON JAYA,BEKASI SELATAN,KOTA BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2024-11-29,332000000.0,166,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1415,5,Administrasi umum,1986-04-12,K,Kawin,PEKAYON,PASAR REBO,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KPR,Kredit Pemilikan Rumah,2023-09-21,614400000.0,240,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
1416,99,Lain-Lain,1984-03-12,K,Kawin,KEDUNGBOTO,PORONG,KAB. SIDOARJO,JAWA TIMUR,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2024-07-16,105000000.0,60,Medium,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Lolos Bersyarat,2,Dalam Perhatian Khusus
1417,37,Pegawai pemerintahan/lembaga negara,1968-01-18,K,Kawin,PORIS PLAWAD INDAH,CIPONDOH,KOTA TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2022-11-07,69400000.0,38,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1418,37,Pegawai pemerintahan/lembaga negara,1973-04-14,K,Kawin,DURI KOSAMBI,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-12-15,859000000.0,110,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1419,4,Eksekutif,1979-12-28,K,Kawin,PULAU PANGGANG,KEPULAUAN SERIBU UTARA,KEPULAUAN SERIBU,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-11-18,50000000.0,60,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1420,37,Pegawai pemerintahan/lembaga negara,1967-11-04,K,Kawin,LUBANG BUAYA,CIPAYUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-08-22,150000000.0,26,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1421,19,"Tenaga Medis (Perawat, Bidan, dan sebagainya)",1994-03-01,K,Kawin,MALAKA JAYA,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-04-06,351000000.0,180,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
1422,37,Pegawai pemerintahan/lembaga negara,1980-03-12,K,Kawin,KEMBANGAN SELATAN,KEMBANGAN,KOTA TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2018-08-29,211000000.0,120,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1423,9,"Pengajar (Guru,Dosen)",1969-01-02,K,Kawin,KEBON JERUK,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2020-12-23,270000000.0,90,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1424,9,"Pengajar (Guru,Dosen)",1966-11-22,K,Kawin,SERDANG,KEMAYORAN,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-09-30,60000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
1425,9,"Pengajar (Guru,Dosen)",1967-01-27,K,Kawin,GEDONG,PASAR REBO,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2020-03-16,180000000.0,72,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1426,4,Eksekutif,1977-05-29,K,Kawin,DESA WARU,PARUNG,KAB. BOGOR,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2024-04-19,900000000.0,132,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1427,99,Lain-Lain,1981-11-16,K,Kawin,PONDOK RANGGON,CIPAYUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-02-11,30000000.0,10,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
1428,8,Marketing,1973-04-24,K,Kawin,MANGGAHANG,BALEENDAH,KAB. BANDUNG,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2006-09-06,25000000.0,36,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1429,37,Pegawai pemerintahan/lembaga negara,1994-10-03,B,Belum Kawin,KLENDER,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-06-13,75000000.0,48,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1430,5,Administrasi umum,1994-03-11,B,Belum Kawin,PAPANGO,TANJUNG PRIOK,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-11-02,96700000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
1431,9,"Pengajar (Guru,Dosen)",1995-09-08,K,Kawin,MEKARWANGI,CIKARANG BARAT,KAB. BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2022-06-14,93000000.0,60,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1432,37,Pegawai pemerintahan/lembaga negara,1972-03-05,K,Kawin,PETUKANGAN SELATAN,PESANGGRAHAN,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-06-20,225000000.0,92,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1433,37,Pegawai pemerintahan/lembaga negara,1975-08-21,K,Kawin,MERUYA UTARA,KEMBANGAN,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-08-19,240000000.0,120,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1434,6,Teknologi informasi,1970-09-09,K,Kawin,CIPULIR,KEBAYORAN LAMA,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KPR,Kredit Pemilikan Rumah,2021-06-25,992020150.0,108,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1435,37,Pegawai pemerintahan/lembaga negara,1977-04-16,B,Belum Kawin,MERUYA UTARA,KEMBANGAN,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-06-20,722000000.0,141,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1436,37,Pegawai pemerintahan/lembaga negara,1969-07-15,K,Kawin,CENGKARENG BARAT,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-03-01,620000000.0,40,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
1437,9,"Pengajar (Guru,Dosen)",1985-10-26,K,Kawin,GROGOL,GROGOL PETAMBURAN,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-07-21,158000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1438,9,"Pengajar (Guru,Dosen)",1982-05-30,K,Kawin,SEMPER TIMUR,CILINCING,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-12-07,150000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1439,99,Lain-Lain,1976-05-01,K,Kawin,CILANGKAP,CIPAYUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-11-20,50000000.0,24,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
1440,13,Wiraswasta,1983-04-19,K,Kawin,DESA CIHIDEUNG UDIK,TENJOLAYA,KAB. BOGOR,JAWA BARAT,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2022-08-26,100000000.0,19,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,1,Lancar
1441,9,"Pengajar (Guru,Dosen)",1978-04-22,K,Kawin,RAMBUTAN,CIRACAS,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-02-24,20000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1442,37,Pegawai pemerintahan/lembaga negara,1994-04-03,K,Kawin,SUNTER AGUNG,TANJUNG PRIOK,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-11-14,403900000.0,180,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
1443,4,Eksekutif,1987-03-18,K,Kawin,PENGGILINGAN,CAKUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-07-04,323000000.0,180,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1444,9,"Pengajar (Guru,Dosen)",1981-07-24,K,Kawin,PASAR BARU,SAWAH BESAR,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-10-28,349000000.0,132,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1445,37,Pegawai pemerintahan/lembaga negara,1972-11-09,K,Kawin,CIPINANG CEMPEDAK,JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-05-12,64800000.0,88,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
1446,99,Lain-Lain,1988-11-06,K,Kawin,PAKULONAN,SERPONG UTARA,TANGERANG SELATAN,BANTEN,Konsumer,KMG,Kredit Multi Guna,2023-02-28,350000000.0,120,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1447,9,"Pengajar (Guru,Dosen)",1982-08-18,K,Kawin,KELAPA DUA,KELAPA DUA,KAB. TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2023-02-10,133900000.0,48,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1448,4,Eksekutif,1988-03-20,K,Kawin,KRUKUT,LIMO,KOTA DEPOK,JAWA BARAT,Konsumer,KPR,Kredit Pemilikan Rumah,2017-10-11,290904853.0,168,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1449,9,"Pengajar (Guru,Dosen)",1969-08-15,K,Kawin,BOJONGGEDE,BOJONG GEDE,KAB. BOGOR,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2021-06-30,230000000.0,72,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1450,31,"Transportasi darat (masinis, sopir,kondektur)",1987-10-11,B,Belum Kawin,BAHAGIA,BABELAN,KAB. BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2023-05-08,256081000.0,180,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1451,37,Pegawai pemerintahan/lembaga negara,1968-03-23,K,Kawin,PONDOK RANGGON,CIPAYUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-12-13,46000000.0,26,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
1452,9,"Pengajar (Guru,Dosen)",1995-01-05,K,Kawin,CENGKARENG TIMUR,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2023-11-27,500000000.0,60,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,1,Lancar
1453,34,Ibu rumah tangga,1984-12-23,K,Kawin,LUBANG BUAYA,CIPAYUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-08-03,16000000.0,36,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1454,12,Pelajar/Mahasiswa,1998-03-28,B,Belum Kawin,RENGAS,CIPUTAT TIMUR,TANGERANG SELATAN,BANTEN,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2024-06-12,495000000.0,36,High,Terdaftar KUR,Sesuai,Tidak,Lolos,Reject,5,Macet
1455,5,Administrasi umum,1986-09-13,K,Kawin,CIBUBUR,CIRACAS,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-12-16,75000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1456,13,Wiraswasta,1983-05-10,K,Kawin,CIGADUNG,CIBEUNYING KALER,KOTA BANDUNG,JAWA BARAT,Mikro,Mikro NON KUR,Mikro Non - Kredit Usaha Rakyat,2021-08-05,243341312.0,91,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,1,Lancar
1457,9,"Pengajar (Guru,Dosen)",1981-10-17,K,Kawin,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-01-19,160000000.0,72,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
1458,37,Pegawai pemerintahan/lembaga negara,1968-05-18,K,Kawin,MALAKA SARI,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-10-10,187000000.0,66,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1459,99,Lain-Lain,1996-06-23,B,Belum Kawin,TANAH TINGGI,JOHAR BARU,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-01-30,20000000.0,11,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1460,37,Pegawai pemerintahan/lembaga negara,1962-06-02,K,Kawin,ANCOL PASIR,JAMBE,KOTA TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2012-06-25,113000000.0,66,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
1461,9,"Pengajar (Guru,Dosen)",1990-06-15,K,Kawin,RAMBUTAN,CIRACAS,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2020-07-24,119800000.0,72,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1462,13,Wiraswasta,1989-04-06,K,Kawin,BUNISARI,PAKUHAJI,KAB. TANGERANG,BANTEN,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2023-10-23,500000000.0,60,Medium,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Lolos Bersyarat,2,Dalam Perhatian Khusus
1463,3,Engineering,1970-07-03,K,Kawin,SERDANG,KEMAYORAN,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KPR,Kredit Pemilikan Rumah,2014-09-17,500000000.0,144,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1464,5,Administrasi umum,1980-07-12,K,Kawin,CIMANDE HILIR,CARINGIN,KAB. BOGOR,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2025-02-25,19500000.0,11,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
