Pekerjaan,Status Pernikahan,Produk,Sub Produk,Plafond,Jangka Waktu,Hasil Prescreening SLIK,Hasil Prescreening SIPKUR,Hasil Prescreening Dukcapil,Hasil Prescreening DHNBI,Hasil Prescreening,Status Aplikasi,Kolektabilitas,Usia
Pensiunan,Kawin,Konsumer,Kredit Multi Guna,140000000.0,72,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,60
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Kawin,Konsumer,Kredit Multi Guna,35000000.0,36,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,30
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,24400000.0,10,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,32
Lain-Lain,Kawin,Mikro,Mikro Kredit Usaha Rakyat,200000000.0,48,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,26
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Pemilikan Rumah,289884046.0,79,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,43
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,12000000.0,25,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,34
Lain-Lain,Kawin,Konsumer,Kredit Pemilikan Rumah,176000000.0,180,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,36
"Pengajar (Guru,Dosen)",Cerai,Konsumer,Kredit Multi Guna,509000000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,44
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,105000000.0,48,Medium,Tidak Terdaftar KUR,Tidak Sesuai,Tidak,Tidak Lolos,Reject,Lancar,50
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,60000000.0,60,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,41
Lain-Lain,Belum Kawin,Konsumer,Kredit Multi Guna,295800000.0,180,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,25
Lain-Lain,Kawin,Konsumer,Kredit Pemilikan Rumah,300000000.0,145,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,39
Eksekutif,Kawin,Konsumer,Kredit Multi Guna,64000000.0,36,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,47
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,24010110.0,14,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,59
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,110000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,36
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,96000000.0,168,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,38
Administrasi umum,Belum Kawin,Konsumer,Kredit Multi Guna,310000000.0,168,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,29
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,357000000.0,188,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,42
Lain-Lain,Kawin,Konsumer,Kredit Pemilikan Rumah,388575650.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,30
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,100000000.0,84,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,47
"Pengajar (Guru,Dosen)",Belum Kawin,Konsumer,Kredit Multi Guna,141000000.0,60,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,33
Lain-Lain,Belum Kawin,Mikro,Mikro Kredit Usaha Rakyat,150000000.0,60,Medium,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Lolos Bersyarat,Lancar,24
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,290000000.0,148,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,44
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,40000000.0,36,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,34
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,179400000.0,38,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,57
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,200000000.0,60,High,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,55
"Pengajar (Guru,Dosen)",Cerai,Konsumer,Kredit Multi Guna,122000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,48
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,66000000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,42
Pelajar/Mahasiswa,Belum Kawin,Konsumer,Kredit Multi Guna,17000000.0,36,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,30
Wiraswasta,Belum Kawin,Mikro,Mikro Kredit Usaha Rakyat,150000000.0,48,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,22
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,80000000.0,48,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,38
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,150000000.0,96,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,51
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,258000000.0,96,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,45
Dokter,Kawin,Konsumer,Kredit Multi Guna,150000000.0,48,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,49
Wiraswasta,Kawin,Mikro,Mikro Non - Kredit Usaha Rakyat,87150000.0,60,High,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,50
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,98000000.0,60,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,48
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,20100000.0,8,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,27
Wiraswasta,Kawin,Konsumer,Kredit Pemilikan Rumah,179150000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,29
Pengamanan,Kawin,Konsumer,Kredit Multi Guna,420800000.0,61,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,53
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,105000000.0,60,Medium,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Lolos Bersyarat,Lancar,27
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,194000000.0,73,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,52
Administrasi umum,Kawin,Konsumer,Kredit Pemilikan Rumah,780000000.0,240,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,33
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,120000000.0,72,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,49
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,168000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,30
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,140000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,60
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,406000000.0,54,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,36
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,20000000.0,24,High,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,57
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,165000000.0,73,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,63
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,65000000.0,36,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,39
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,402600000.0,120,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,41
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,121000000.0,60,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,42
Pensiunan,Cerai,Konsumer,Kredit Multi Guna,103000000.0,48,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,66
Lain-Lain,Kawin,Konsumer,Kredit Pemilikan Rumah,366000000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,30
Pegawai pemerintahan/lembaga negara,Cerai,Konsumer,Kredit Multi Guna,337100000.0,108,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,48
"Pengajar (Guru,Dosen)",Cerai,Konsumer,Kredit Multi Guna,35000000.0,60,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,52
"Hukum (Pengacara, Notaris)",Kawin,Konsumer,Kredit Multi Guna,30000000.0,36,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,43
Lain-Lain,Belum Kawin,Konsumer,Kredit Multi Guna,259835000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,26
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,225000000.0,90,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,52
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,107000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,45
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,331300000.0,161,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,45
Pegawai pemerintahan/lembaga negara,Cerai,Konsumer,Kredit Multi Guna,160000000.0,96,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,46
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,104000000.0,14,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,57
Administrasi umum,Belum Kawin,Konsumer,Kredit Pemilikan Rumah,162300000.0,144,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,42
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Belum Kawin,Konsumer,Kredit Multi Guna,300000000.0,132,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,26
Eksekutif,Kawin,Konsumer,Kredit Multi Guna,250000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,49
Pelajar/Mahasiswa,Kawin,Konsumer,Kredit Multi Guna,250000000.0,120,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,48
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,252600000.0,162,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,44
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,20000000.0,36,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,29
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,15000000.0,11,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,38
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,11500000.0,48,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,44
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,32000000.0,53,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,49
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,375000000.0,240,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,35
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Kawin,Konsumer,Kredit Multi Guna,242600000.0,77,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,52
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,130000000.0,48,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,34
Lain-Lain,Belum Kawin,Konsumer,Kredit Multi Guna,55000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,31
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,17300000.0,10,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,50
Pejabat negara/penyelenggara negara,Kawin,Konsumer,Kredit Multi Guna,100000000.0,96,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,50
Eksekutif,Kawin,Konsumer,Kredit Multi Guna,336800000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,43
Lain-Lain,Kawin,Konsumer,Kredit Pemilikan Rumah,364000000.0,211,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,37
Polisi,Kawin,Konsumer,Kredit Multi Guna,150000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,52
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,515000000.0,131,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,47
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,30000000.0,118,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,50
Eksekutif,Kawin,Konsumer,Kredit Multi Guna,105000000.0,12,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,56
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Kawin,Konsumer,Kredit Multi Guna,250000000.0,84,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,31
Wiraswasta,Kawin,Mikro,Mikro Non - Kredit Usaha Rakyat,250000000.0,48,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Lolos Bersyarat,Lancar,49
Wiraswasta,Cerai,Mikro,Mikro Kredit Usaha Rakyat,300000000.0,48,High,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,46
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Belum Kawin,Konsumer,Kredit Multi Guna,485000000.0,168,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,30
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,96000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,44
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Kawin,Mikro,Mikro Non - Kredit Usaha Rakyat,3975000.0,12,High,Terdaftar KUR,Sesuai,Tidak,Lolos,Reject,Tidak Lancar,35
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,600000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,53
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,302000000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,42
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,430000000.0,84,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,45
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,581000000.0,168,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,33
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,25000000.0,36,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,45
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,99000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,43
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,500000000.0,60,Medium,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Lolos Bersyarat,Lancar,37
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,38000000.0,36,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,65
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,150000000.0,84,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,46
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,12000000.0,36,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,23
Pegawai pemerintahan/lembaga negara,Cerai,Konsumer,Kredit Multi Guna,228500000.0,51,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,56
Administrasi umum,Belum Kawin,Konsumer,Kredit Multi Guna,210000000.0,108,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,32
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,178000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,44
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,200000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,52
Pelajar/Mahasiswa,Belum Kawin,Konsumer,Kredit Multi Guna,15000000.0,12,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,46
Wiraswasta,Belum Kawin,Mikro,Mikro Kredit Usaha Rakyat,30000000.0,24,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,34
Pegawai pemerintahan/lembaga negara,Cerai,Konsumer,Kredit Multi Guna,121000000.0,84,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,42
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,365000000.0,120,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,48
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,54000000.0,24,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,38
"Pengajar (Guru,Dosen)",Belum Kawin,Konsumer,Kredit Multi Guna,155000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,37
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,89000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,41
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,163500000.0,36,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,37
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,150000000.0,96,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,46
Pegawai pemerintahan/lembaga negara,Belum Kawin,Konsumer,Kredit Multi Guna,109000000.0,36,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,33
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,213118304.0,98,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,47
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,103000000.0,60,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,38
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Kawin,Konsumer,Kredit Multi Guna,311000000.0,144,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,33
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,162000000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,28
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,5000000.0,5,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,41
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,215000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,42
Eksekutif,Kawin,Konsumer,Kredit Multi Guna,400000000.0,86,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,51
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,100000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,42
Pegawai pemerintahan/lembaga negara,Belum Kawin,Konsumer,Kredit Multi Guna,55000000.0,48,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,42
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,768900000.0,156,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,45
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,105000000.0,48,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,42
Administrasi umum,Belum Kawin,Konsumer,Kredit Multi Guna,306000000.0,180,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,24
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,138000000.0,84,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,49
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,165000000.0,60,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,40
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,562700000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,41
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Pemilikan Rumah,195169546.0,116,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,39
"Pengajar (Guru,Dosen)",Kawin,Mikro,Mikro Non - Kredit Usaha Rakyat,13105000.0,36,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Lolos Bersyarat,Lancar,49
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,25000000.0,72,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,27
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,344000000.0,152,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,45
Administrasi umum,Kawin,Mikro,Mikro Kredit Usaha Rakyat,101000000.0,60,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,32
Pegawai pemerintahan/lembaga negara,Belum Kawin,Konsumer,Kredit Multi Guna,25000000.0,36,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,31
Eksekutif,Belum Kawin,Konsumer,Kredit Multi Guna,200000000.0,72,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,29
"Transportasi darat (masinis, sopir,kondektur)",Kawin,Konsumer,Kredit Multi Guna,222600000.0,168,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,36
Teknologi informasi,Kawin,Mikro,Mikro Kredit Usaha Rakyat,150000000.0,48,High,Terdaftar KUR,Sesuai,Tidak,Lolos,Reject,Tidak Lancar,53
Pensiunan,Kawin,Konsumer,Kredit Multi Guna,328700000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,65
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,630000000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,41
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,275000000.0,61,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,50
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,110000000.0,84,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,37
Pegawai pemerintahan/lembaga negara,Cerai,Konsumer,Kredit Multi Guna,210000000.0,120,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,47
Pengamanan,Kawin,Konsumer,Kredit Multi Guna,244000000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,42
"Pengajar (Guru,Dosen)",Cerai,Konsumer,Kredit Multi Guna,61400000.0,36,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,45
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,127000000.0,60,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,29
